AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG
4,470803,ต. ขัวก่าย,Khua Kai,4708,อ. วานรนิวาส,Wanon Niwat,47,จ. สกลนคร,Sakon Nakhon,17.579,103.814
4,310207,ต. หนองขมาร,Nong Khaman,3102,อ. คูเมือง,Khu Mueang,31,จ. บุรีรัมย์,Buri Ram,15.314,102.995
4,390106,ต. บ้านขาม,Ban Kham,3901,อ. เมืองหนองบัวลำภู,Mueang Nong Bua Lam Phu,39,จ. หนองบัวลำภู,Nong Bua Lam Phu,17.111,102.477
4,540110,ต. ป่าแมต,Pa Maet,5401,อ. เมืองแพร่,Mueang Phrae,54,จ. แพร่,Phrae,18.158,100.092
4,650602,ต. ท่าช้าง,Tha Chang,6506,อ. พรหมพิราม,Phrom Phiram,65,จ. พิษณุโลก,Phitsanulok,16.976,100.168
4,380103,ต. หนองเข็ง,,3801,อ. บึงกาฬ,Bueng Kan,38,จ. บึงกาฬ,Bueng Kan,18.356,103.468
4,920306,ต. ทุ่งกระบือ,Thung Krabue,9203,อ. ย่านตาขาว,Yan Ta Khao,92,จ. ตรัง,Trang,7.404,99.626
4,340105,ต. หนองขอน,Nong Khon,3401,อ. เมืองอุบลราชธานี,Mueang Ubon Ratchathani,34,จ. อุบลราชธานี,Ubon Ratchathani,15.320,104.766
4,240306,ต. ดอนเกาะกา,Don Ko Ka,2403,อ. บางน้ำเปรี้ยว,Bang Nam Priao,24,จ. ฉะเชิงเทรา,Chachoengsao,13.944,101.016
4,330604,ต. สำโรงพลัน,Samrong Phlan,3306,อ. ไพรบึง,Phrai Bueng,33,จ. ศรีสะเกษ,Si Sa Ket,14.700,104.342
4,661005,ต. บึงนาราง,Bueng Na Rang,6610,อ. บึงนาราง,Bueng Na Rang,66,จ. พิจิตร,Phichit,16.205,100.163
4,471704,ต. บ้านแป้น,Ban Paen,4717,อ. โพนนาแก้ว,Phon Na Kaeo,47,จ. สกลนคร,Sakon Nakhon,17.196,104.234
4,250202,ต. เมืองเก่า,Mueang Kao,2502,อ. กบินทร์บุรี,Kabin Buri,25,จ. ปราจีนบุรี,Prachin Buri,13.999,101.770
4,920502,ต. เขาไม้แก้ว,Khao Mai Kaeo,9205,อ. สิเกา,Sikao,92,จ. ตรัง,Trang,7.645,99.306
4,721004,ต. แจงงาม,Chaeng Ngam,7210,อ. หนองหญ้าไซ,Nong Ya Sai,72,จ. สุพรรณบุรี,Suphan Buri,14.820,99.804
4,310503,ต. เมืองไผ่,Mueang Phai,3105,อ. หนองกี่,Nong Ki,31,จ. บุรีรัมย์,Buri Ram,14.774,102.645
4,350303,ต. กำแมด,Kammaet,3503,อ. กุดชุม,Kut Chum,35,จ. ยโสธร,Yasothon,15.943,104.379
4,301207,ต. หนองบัวสะอาด,Nong Bua Sa-At,3012,อ. บัวใหญ่,Bua Yai,30,จ. นครราชสีมา,Nakhon Ratchasima,15.593,102.300
4,470701,ต. นิคมน้ำอูน,Nikhom Nam Un,4707,อ. นิคมน้ำอูน,Nikhom Nam un,47,จ. สกลนคร,Sakon Nakhon,17.142,103.645
4,440317,ต. ดอนกลาง,Don Klang,4403,อ. โกสุมพิสัย,Kosum Phisai,44,จ. มหาสารคาม,Maha Sarakham,16.165,102.891
4,220906,ต. วังใหม่,Wang Mai,2209,อ. นายายอาม,Na Yai Am,22,จ. จันทบุรี,Chanthaburi,12.764,101.904
4,570410,ต. หงาว,Ngao,5704,อ. เทิง,Thoeng,57,จ. เชียงราย,Chiang Rai,19.678,100.283
4,401507,ต. ดอนดู่,Don Du,4015,อ. หนองสองห้อง,Nong Song Hong,40,จ. ขอนแก่น,Khon Kaen,15.809,102.874
4,301507,ต. ชีวาน,Chiwan,3015,อ. พิมาย,Phimai,30,จ. นครราชสีมา,Nakhon Ratchasima,15.344,102.540
4,571401,ต. ต้า,Ta,5714,อ. ขุนตาล,Khun Tan,57,จ. เชียงราย,Chiang Rai,19.804,100.233
4,770502,ต. บางสะพาน,Bang Saphan,7705,อ. บางสะพานน้อย,Bang Saphan Noi,77,จ. ประจวบคีรีขันธ์,Prachuap Khiri Khan,11.107,99.443
4,410802,ต. หนองหลัก,Nong Lak,4108,อ. ไชยวาน,Chai Wan,41,จ. อุดรธานี,Udon Thani,17.237,103.204
4,310703,ต. บ้านไทร,Ban Sai,3107,อ. ประโคนชัย,Prakhon Chai,31,จ. บุรีรัมย์,Buri Ram,14.705,103.065
4,450907,ต. รอบเมือง,Rop Mueang,4509,อ. หนองพอก,Nong Phok,45,จ. ร้อยเอ็ด,Roi Et,16.283,104.207
4,630302,ต. วังหมัน,Wang Man,6303,อ. สามเงา,Sam Ngao,63,จ. ตาก,Tak,17.201,99.117
4,200903,ต. พลูตาหลวง,Phlu Ta Luang,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.701,100.967
4,670318,ต. บุ่งน้ำเต้า,Bung Namtao,6703,อ. หล่มสัก,Lom Sak,67,จ. เพชรบูรณ์,Phetchabun,16.677,101.146
4,330414,ต. กระแชง,Krachaeng,3304,อ. กันทรลักษ์,Kantharalak,33,จ. ศรีสะเกษ,Si Sa Ket,14.650,104.566
4,310305,ต. หนองเต็ง,Nong Teng,3103,อ. กระสัง,Krasang,31,จ. บุรีรัมย์,Buri Ram,14.905,103.374
4,710906,ต. รางหวาย,Rang Wai,7109,อ. พนมทวน,Phanom Thuan,71,จ. กาญจนบุรี,Kanchanaburi,14.232,99.767
4,400510,ต. หนองเขียด,Nong Khiat,4005,อ. ชุมแพ,Chum Phae,40,จ. ขอนแก่น,Khon Kaen,16.658,102.014
4,340513,ต. หัวนา,Hua Na,3405,อ. เขมราฐ,Khemarat,34,จ. อุบลราชธานี,Ubon Ratchathani,15.867,105.155
4,410801,ต. ไชยวาน,Chaiwan,4108,อ. ไชยวาน,Chai Wan,41,จ. อุดรธานี,Udon Thani,17.303,103.205
4,571803,ต. หนองป่าก่อ,Nong Pa Ko,5718,อ. ดอยหลวง,Doi Luang,57,จ. เชียงราย,Chiang Rai,20.181,100.124
4,501306,ต. ออนใต้,On Tai,5013,อ. สันกำแพง,San Kamphaeng,50,จ. เชียงใหม่,Chiang Mai,18.700,99.229
4,450208,ต. กำแพง,Kamphaeng,4502,อ. เกษตรวิสัย,Kaset Wisai,45,จ. ร้อยเอ็ด,Roi Et,15.560,103.496
4,770201,ต. กุยบุรี,Kui Buri,7702,อ. กุยบุรี,Kui Buri,77,จ. ประจวบคีรีขันธ์,Prachuap Khiri Khan,12.052,99.763
4,620202,ต. หนองคล้า,Nong Khla,6202,อ. ไทรงาม,Sai Ngam,62,จ. กำแพงเพชร,Kamphaeng Phet,16.452,99.827
4,300802,ต. ด่านขุนทด,Dan Khun Thot,3008,อ. ด่านขุนทด,Dan Khun Thot,30,จ. นครราชสีมา,Nakhon Ratchasima,15.214,101.788
4,341406,ต. เตย,Toei,3414,อ. ม่วงสามสิบ,Muang Sam Sip,34,จ. อุบลราชธานี,Ubon Ratchathani,15.500,104.828
4,250201,ต. กบินทร์,Kabin,2502,อ. กบินทร์บุรี,Kabin Buri,25,จ. ปราจีนบุรี,Prachin Buri,13.939,101.711
4,470118,ต. หนองลาด,Nong Lat,4701,อ. เมืองสกลนคร,Mueang Sakon Nakhon,47,จ. สกลนคร,Sakon Nakhon,17.337,104.072
4,860201,ต. ท่าแซะ,Tha Sae,8602,อ. ท่าแซะ,Tha Sae,86,จ. ชุมพร,Chumphon,10.663,99.166
4,560702,ต. ศรีถ้อย,Si Thoi,5607,อ. แม่ใจ,Mueang Phayao,56,จ. พะเยา,Phayao,19.357,99.725
4,640903,ต. ทุ่งเสลี่ยม,Thung Saliam,6409,อ. ทุ่งเสลี่ยม,Thung Saliam,64,จ. สุโขทัย,Sukhothai,17.301,99.548
4,570515,ต. เวียงห้าว,Wiang Hao,5705,อ. พาน,Phan,57,จ. เชียงราย,Chiang Rai,19.524,99.880
4,661203,ต. วังโมกข์,Wang Mok,6612,อ. วชิรบารมี,Wachirabarami,66,จ. พิจิตร,Phichit,16.563,100.091
4,300407,ต. หนองบัว,Nong Bua,3004,อ. คง,Khong,30,จ. นครราชสีมา,Nakhon Ratchasima,15.496,102.167
4,320118,ต. นาบัว,Na Bua,3201,อ. เมืองสุรินทร์,Mueang Surin,32,จ. สุรินทร์,Surin,14.782,103.412
4,342504,ต. นิคมลำโดมน้อย,Nikhom Lam Dom Noi,3425,อ. สิรินธร,Sirindhorn,34,จ. อุบลราชธานี,Ubon Ratchathani,15.210,105.412
4,380111,ต. คำนาดี,,3801,อ. บึงกาฬ,Bueng Kan,38,จ. บึงกาฬ,Bueng Kan,18.219,103.593
4,250801,ต. ศรีมหาโพธิ,Si Mahapho,2508,อ. ศรีมหาโพธิ,Si Maha Phot,25,จ. ปราจีนบุรี,Prachin Buri,13.849,101.567
4,343202,ต. ท่าช้าง,Tha Chang,3432,อ. สว่างวีระวงศ์,Sawang Wirawong,34,จ. อุบลราชธานี,Ubon Ratchathani,15.229,104.990
4,410204,ต. เชียงเพ็ง,Chiang Pheng,4102,อ. กุดจับ,Kut Chap,41,จ. อุดรธานี,Udon Thani,17.490,102.652
4,400505,ต. ขัวเรียง,Khua Riang,4005,อ. ชุมแพ,Chum Phae,40,จ. ขอนแก่น,Khon Kaen,16.561,102.214
4,571301,ต. ม่วงยาย,Muang Yai,5713,อ. เวียงแก่น,Wiang Kaen,57,จ. เชียงราย,Chiang Rai,20.108,100.539
4,301220,ต. ขุนทอง,Khun Thong,3012,อ. บัวใหญ่,Bua Yai,30,จ. นครราชสีมา,Nakhon Ratchasima,15.683,102.364
4,601009,ต. น้ำทรง,Nam Song,6010,อ. พยุหะคีรี,Phayuha Hkiri,60,จ. นครสวรรค์,Nakhon Sawan,15.460,100.074
4,370307,ต. นาป่าแซง,Na Pa Saeng,3703,อ. ปทุมราชวงศา,Pathum Ratchawongsa,37,จ. อำนาจเจริญ,Amnat Charoen,15.872,104.876
4,412501,ต. นาม่วง,Na Muang,4125,อ. ประจักษ์ศิลปาคม,Prachaksinlapakhom,41,จ. อุดรธานี,Udon Thani,17.256,102.976
4,343204,ต. สว่าง,Sawang,3432,อ. สว่างวีระวงศ์,Sawang Wirawong,34,จ. อุบลราชธานี,Ubon Ratchathani,15.274,105.118
4,841301,ต. บ้านนา,Ban Na,8413,อ. บ้านนาเดิม,Ban Na Doem,84,จ. สุราษฎร์ธานี,Surat Thani,8.856,99.293
4,260205,ต. ท่าเรือ,Tha Ruea,2602,อ. ปากพลี,Pak Phli,26,จ. นครนายก,Nakhon Nayok,14.085,101.235
4,410614,ต. หนองไผ่,Nong Phai,4106,อ. หนองหาน,Nong Saeng,41,จ. อุดรธานี,Udon Thani,17.327,103.111
4,330121,ต. หนองแก้ว,Nong Kaeo,3301,อ. เมืองศรีสะเกษ,Mueang Si Sa Ket,33,จ. ศรีสะเกษ,Si Sa Ket,15.096,104.433
4,370101,ต. บุ่ง,Bung,3701,อ. เมืองอำนาจเจริญ,Mueang Amnat Charoen,37,จ. อำนาจเจริญ,Amnat Charoen,15.872,104.635
4,501511,ต. น้ำแพร่,Nam Phrae,5015,อ. หางดง,Hang Dong,50,จ. เชียงใหม่,Chiang Mai,18.709,98.881
4,350812,ต. โคกสำราญ,Khok Samran,3508,อ. เลิงนกทา,Loeng Nok Tha,35,จ. ยโสธร,Yasothon,16.149,104.592
4,480905,ต. เหล่าพัฒนา,Lao Phathana,4809,อ. นาหว้า,Na Wa,48,จ. นครพนม,Nakhon Phanom,17.617,104.070
4,360404,ต. บ้านเป้า,Ban Pao,3604,อ. เกษตรสมบูรณ์,Kaset Sombun,36,จ. ชัยภูมิ,Chaiyaphum,16.372,101.951
4,720601,ต. ดอนเจดีย์,Don Chedi,7206,อ. ดอนเจดีย์,Don Chedi,72,จ. สุพรรณบุรี,Suphan Buri,14.633,99.959
4,460704,ต. บัวบาน,Bua Ban,4607,อ. ยางตลาด,Yang Talat,46,จ. กาฬสินธุ์,Kalasin,16.479,103.416
4,960202,ต. ไพรวัน,Phrai Wan,9602,อ. ตากใบ,Tak Bai,96,จ. นราธิวาส,Narathiwat,6.300,101.958
4,841002,ต. ต้นยวน,Ton Yuan,8410,อ. พนม,Phanom,84,จ. สุราษฎร์ธานี,Surat Thani,8.776,98.900
4,810117,ต. หนองทะเล,Nong Thale,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.088,98.785
4,650904,ต. วังโพรง,Wang Phrong,6509,อ. เนินมะปราง,Noen Maprang,65,จ. พิษณุโลก,Phitsanulok,16.383,100.664
4,510305,ต. หนองปลาสะวาย,Nong Pla Sawai,5103,อ. บ้านโฮ่ง,Ban Hong,51,จ. ลำพูน,Lamphun,18.314,98.697
4,341907,ต. โนนกลาง,Non Klang,3419,อ. พิบูลมังสาหาร,Phibun Mangsahan,34,จ. อุบลราชธานี,Ubon Ratchathani,15.066,105.344
4,110601,ต. บางเสาธง,Bang Sao Thong,1106,อ. บางเสาธง,Bang Sao Thong,11,จ. สมุทรปราการ,Samut Prakarn,13.600,100.815
4,420111,ต. ชัยพฤกษ์,Chaiyaphruek,4201,อ. เมืองเลย,Mueang Loei,42,จ. เลย,Loei,17.523,101.777
4,920803,ต. ละมอ,Lamo,9208,อ. นาโยง,Na Yong,92,จ. ตรัง,Trang,7.597,99.753
4,260107,ต. ศรีจุฬา,Si Chula,2601,อ. เมืองนครนายก,Mueang Nakhon Nayok,26,จ. นครนายก,Nakhon Nayok,14.072,101.132
4,620112,ต. นิคมทุ่งโพธิ์ทะเล,Nikhom Thung Pho Thale,6201,อ. เมืองกำแพงเพชร,Mueang Kamphaeng Phet,62,จ. กำแพงเพชร,Kamphaeng Phet,16.485,99.703
4,471206,ต. บงเหนือ,Bong Nuea,4712,อ. สว่างแดนดิน,Sawang Daen Din,47,จ. สกลนคร,Sakon Nakhon,17.319,103.301
4,400804,ต. นาคำ,Na Kham,4008,อ. อุบลรัตน์,Ubolratana,40,จ. ขอนแก่น,Khon Kaen,16.855,102.680
4,302012,ต. หนองบัวน้อย,Nong Bua Noi,3020,อ. สีคิ้ว,Si Khio,30,จ. นครราชสีมา,Nakhon Ratchasima,15.047,101.760
4,310504,ต. ดอนอะราง,Don Arang,3105,อ. หนองกี่,Nong Ki,31,จ. บุรีรัมย์,Buri Ram,14.642,102.571
4,860114,ต. ทุ่งคา,Thung Kha,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.398,99.140
4,961302,ต. บูกิต,Bu Kit,9613,อ. เจาะไอร้อง,Cho-airong,96,จ. นราธิวาส,Narathiwat,6.182,101.828
4,300704,ต. ทุ่งอรุณ,Thung Arun,3007,อ. โชคชัย,Chok Chai,30,จ. นครราชสีมา,Nakhon Ratchasima,14.631,102.184
4,320509,ต. โคกสะอาด,Khok Sa-At,3205,อ. ปราสาท,Prasat,32,จ. สุรินทร์,Surin,14.541,103.373
4,411109,ต. ถ่อนนาลับ,Thon Na Lap,4111,อ. บ้านดุง,Ban Dung,41,จ. อุดรธานี,Udon Thani,17.844,103.199
4,480712,ต. บ้านแก้ง,Ban Kaeng,4807,อ. นาแก,Na Kae,48,จ. นครพนม,Nakhon Phanom,16.918,104.446
4,400912,ต. หัวนาคำ,Hua Na Kham,4009,อ. กระนวน,Kranuan,40,จ. ขอนแก่น,Khon Kaen,16.813,103.080
4,800611,ต. การะเกด,Karaket,8006,อ. เชียรใหญ่,Chian Yai,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.073,100.154
4,670117,ต. ระวิง,Rawing,6701,อ. เมืองเพชรบูรณ์,Mueang Phetchabun,67,จ. เพชรบูรณ์,Phetchabun,16.146,101.138
4,400805,ต. ศรีสุขสำราญ,Si Suk Samran,4008,อ. อุบลรัตน์,Ubolratana,40,จ. ขอนแก่น,Khon Kaen,16.920,102.703
4,301416,ต. ภูหลวง,Phu Luang,3014,อ. ปักธงชัย,Pak Thong Chai,30,จ. นครราชสีมา,Nakhon Ratchasima,14.602,101.984
4,302302,ต. โนนสำราญ,Non Samran,3023,อ. แก้งสนามนาง,Kaeng Sanam Nang,30,จ. นครราชสีมา,Nakhon Ratchasima,15.750,102.325
4,401605,ต. กุดขอนแก่น,Kut Khon Kaen,4016,อ. ภูเวียง,Phu Wiang,40,จ. ขอนแก่น,Khon Kaen,16.580,102.502
4,200208,ต. หนองไผ่แก้ว,Nong Phai Kaeo,2002,อ. บ้านบึง,Ban Bueng,20,จ. ชลบุรี,Chon Buri,13.213,101.246
4,710111,ต. เกาะสำโรง,Ko Samrong,7101,อ. เมืองกาญจนบุรี,Mueang Kanchanaburi,71,จ. กาญจนบุรี,Kanchanaburi,13.951,99.520
4,440901,ต. หนองแสง,Nong Saeng,4409,อ. วาปีปทุม,Wapi Pathum,44,จ. มหาสารคาม,Maha Sarakham,15.829,103.360
4,220705,ต. สะตอน,Saton,2207,อ. สอยดาว,Soi Dao,22,จ. จันทบุรี,Chanthaburi,13.174,102.371
4,600509,ต. ด่านช้าง,Dan Chang,6005,อ. บรรพตพิสัย,Banphot Phisai,60,จ. นครสวรรค์,Nakhon Sawan,16.080,99.999
4,330702,ต. กู่,Ku,3307,อ. ปรางค์กู่,Prang Ku,33,จ. ศรีสะเกษ,Si Sa Ket,14.853,103.957
4,810115,ต. ไสไทย,Sai Thai,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.064,98.872
4,321015,ต. บ้านชบ,Ban Chop,3210,อ. สังขะ,Sangkha,32,จ. สุรินทร์,Surin,14.618,103.849
4,321505,ต. ศรีสุข,Si Suk,3215,อ. ศรีณรงค์,Si Narong,32,จ. สุรินทร์,Surin,14.738,103.818
4,361503,ต. กะฮาด,Kahat,3615,อ. เนินสง่า,Noen Sa-nga,36,จ. ชัยภูมิ,Chaiyaphum,15.632,102.026
4,400705,ต. สะอาด,Sa-At,4007,อ. น้ำพอง,Nam Phong,40,จ. ขอนแก่น,Khon Kaen,16.788,102.768
4,810507,ต. เขาใหญ่,Khao Yai,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.465,98.719
4,250810,ต. กรอกสมบูรณ์,Krok Sombun,2508,อ. ศรีมหาโพธิ,Si Maha Phot,25,จ. ปราจีนบุรี,Prachin Buri,13.767,101.660
4,930307,ต. โคกม่วง,Khok Muang,9303,อ. เขาชัยสน,Khao Chaison,93,จ. พัทลุง,Phatthalung,7.389,100.067
4,721002,ต. หนองราชวัตร,Nong Ratchawat,7210,อ. หนองหญ้าไซ,Nong Ya Sai,72,จ. สุพรรณบุรี,Suphan Buri,14.720,99.931
4,401902,ต. ดงเมืองแอม,Dong Mueang Am,4019,อ. เขาสวนกวาง,Khao Suan Kwang,40,จ. ขอนแก่น,Khon Kaen,16.862,102.767
4,430513,ต. บ้านโพธิ์,Ban Pho,4305,อ. โพนพิสัย,Phon Phisai,43,จ. หนองคาย,Nong Khai,17.860,103.291
4,343304,ต. โคกสะอาด,Khok Sa-At,3433,อ. น้ำขุ่น,Nam Khun,34,จ. อุบลราชธานี,Ubon Ratchathani,14.443,104.848
4,460707,ต. หัวนาคำ,Hua Na Kham,4607,อ. ยางตลาด,Yang Talat,46,จ. กาฬสินธุ์,Kalasin,16.392,103.227
4,471702,ต. นาแก้ว,Na Kaeo,4717,อ. โพนนาแก้ว,Phon Na Kaeo,47,จ. สกลนคร,Sakon Nakhon,17.268,104.239
4,451502,ต. ชุมพร,Chumphon,4515,อ. เมยวดี,Moei Wadi,45,จ. ร้อยเอ็ด,Roi Et,16.342,104.067
4,860502,ต. ทุ่งหลวง,Thung Luang,8605,อ. ละแม,Lamae,86,จ. ชุมพร,Chumphon,9.800,99.065
4,800701,ต. ชะอวด,Cha-Uat,8007,อ. ชะอวด,Cha-uat,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,7.996,100.020
4,471001,ต. ม่วง,Muang,4710,อ. บ้านม่วง,Ban Muang,47,จ. สกลนคร,Sakon Nakhon,17.858,103.561
4,400801,ต. โคกสูง,Khok Sung,4008,อ. อุบลรัตน์,Ubolratana,40,จ. ขอนแก่น,Khon Kaen,16.679,102.676
4,801101,ต. ท่ายาง,Tha Yang,8011,อ. ทุ่งใหญ่,Thung Yai,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.305,99.346
4,250210,ต. บ่อทอง,Bo Thong,2502,อ. กบินทร์บุรี,Kabin Buri,25,จ. ปราจีนบุรี,Prachin Buri,13.935,101.881
4,410907,ต. ตาดทอง,Tat Thong,4109,อ. ศรีธาตุ,Si That,41,จ. อุดรธานี,Udon Thani,17.067,103.155
4,760805,ต. พุสวรรค์,Phu Sawan,7608,อ. แก่งกระจาน,Kaeng Krachan,76,จ. เพชรบุรี,Phetchaburi,12.997,99.743
4,500109,ต. สุเทพ,,5001,อ. เมืองเชียงใหม่,Mueang Chiang Mai,50,จ. เชียงใหม่,Chiang Mai,18.768,98.921
4,210804,ต. มะขามคู่,Makham Khu,2108,อ. นิคมพัฒนา,Nikhom Phatthana,21,จ. ระยอง,Rayong,12.847,101.101
4,400704,ต. บัวใหญ่,Bua Yai,4007,อ. น้ำพอง,Nam Phong,40,จ. ขอนแก่น,Khon Kaen,16.632,102.951
4,320507,ต. หนองใหญ่,Nong Yai,3205,อ. ปราสาท,Prasat,32,จ. สุรินทร์,Surin,14.552,103.462
4,160704,ต. หนองผักแว่น,Nong Phak Waen,1607,อ. ท่าหลวง,Tha Luang,16,จ. ลพบุรี,Lop Buri,15.119,101.216
4,810506,ต. อ่าวลึกเหนือ,Ao Luek Nuea,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.399,98.825
4,341105,ต. ขามเปี้ย,Kham Pia,3411,อ. ตระการพืชผล,Trakan Phuet Phon,34,จ. อุบลราชธานี,Ubon Ratchathani,15.542,104.934
4,320114,ต. เฉนียง,Chaniang,3201,อ. เมืองสุรินทร์,Mueang Surin,32,จ. สุรินทร์,Surin,14.796,103.477
4,410111,ต. นาข่า,,4101,อ. เมืองอุดรธานี,Mueang Udon Thani,41,จ. อุดรธานี,Udon Thani,17.540,102.849
4,801704,ต. บ้านนิคม,Ban Nikhom,8017,อ. บางขัน,Bang Khan,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,7.933,99.507
4,320107,ต. ตาอ็อง,Ta-Ong,3201,อ. เมืองสุรินทร์,Mueang Surin,32,จ. สุรินทร์,Surin,14.748,103.617
4,521006,ต. น้ำโจ้,Nam Cho,5210,อ. แม่ทะ,Mae Tha,52,จ. ลำปาง,Lampang,18.170,99.460
4,310403,ต. สะเดา,Sadao,3104,อ. นางรอง,Nang Rong,31,จ. บุรีรัมย์,Buri Ram,14.577,102.770
4,220307,ต. เขาบายศรี,Khao Baisi,2203,อ. ท่าใหม่,Tha Mai,22,จ. จันทบุรี,Chanthaburi,12.740,102.061
4,401706,ต. นาข่า,Nakha,4017,อ. มัญจาคีรี,Mancha Khiri,40,จ. ขอนแก่น,Khon Kaen,16.183,102.500
4,471211,ต. บงใต้,Bong Tai,4712,อ. สว่างแดนดิน,Sawang Daen Din,47,จ. สกลนคร,Sakon Nakhon,17.422,103.327
4,650907,ต. วังยาง,Wang Yang,6509,อ. เนินมะปราง,Noen Maprang,65,จ. พิษณุโลก,Phitsanulok,16.457,100.741
4,380409,ต. โสกก่าม,,3804,อ. เซกา,Seka,38,จ. บึงกาฬ,Bueng Kan,18.075,104.015
4,660504,ต. เนินมะกอก,Noen Makok,6605,อ. บางมูลนาก,Bang Mun Nak,66,จ. พิจิตร,Phichit,15.991,100.362
4,920119,ต. นาท่ามเหนือ,Na Tham Nuea,9201,อ. เมืองตรัง,Mueang Trang,92,จ. ตรัง,Trang,7.652,99.613
4,610610,ต. หูช้าง,Hu Chang,6106,อ. บ้านไร่,Ban Rai,61,จ. อุทัยธานี,Uthai Thani,15.142,99.681
4,200302,ต. คลองพลู,Khlong Phlu,2003,อ. หนองใหญ่,Nong Yai,20,จ. ชลบุรี,Chon Buri,13.115,101.476
4,840808,ต. ย่านยาว,Yan Yao,8408,อ. คีรีรัฐนิคม,Khiri Rat Nikhom,84,จ. สุราษฎร์ธานี,Surat Thani,8.992,98.977
4,451303,ต. ศรีสว่าง,Si Sawang,4513,อ. โพนทราย,Phon Sai,45,จ. ร้อยเอ็ด,Roi Et,15.533,103.868
4,310706,ต. จรเข้มาก,Chorakhe Mak,3107,อ. ประโคนชัย,Prakhon Chai,31,จ. บุรีรัมย์,Buri Ram,14.500,102.989
4,910505,ต. น้ำผุด,Nam Phut,9105,อ. ละงู,La-ngu,91,จ. สตูล,Satun,6.973,99.850
4,721005,ต. หนองขาม,Nong Kham,7210,อ. หนองหญ้าไซ,Nong Ya Sai,72,จ. สุพรรณบุรี,Suphan Buri,14.796,99.693
4,521010,ต. วังเงิน,Wang Ngoen,5210,อ. แม่ทะ,Mae Tha,52,จ. ลำปาง,Lampang,18.090,99.614
4,540707,ต. แม่เกิ๋ง,Mae Koeng,5407,อ. วังชิ้น,Wang Chin,54,จ. แพร่,Phrae,17.945,99.556
4,610302,ต. หนองหลวง,Nong Luang,6103,อ. สว่างอารมณ์,Sawang Arom,61,จ. อุทัยธานี,Uthai Thani,15.622,99.900
4,820302,ต. ท่านา,Tha Na,8203,อ. กะปง,Kapong,82,จ. พังงา,Phang-nga,8.713,98.419
4,640509,ต. ดงคู่,Dong Khu,6405,อ. ศรีสัชนาลัย,Si Satchanalai,64,จ. สุโขทัย,Sukhothai,17.547,99.899
4,461302,ต. หนองแวง,Nong Waeng,4613,อ. สมเด็จ,Somdet,46,จ. กาฬสินธุ์,Kalasin,16.660,103.690
4,530304,ต. จริม,Charim,5303,อ. ท่าปลา,Tha Pla,53,จ. อุตรดิตถ์,Uttaradit,17.834,100.353
4,341407,ต. ยางสักกระโพหลุ่ม,Yang Sak Krapho Lum,3414,อ. ม่วงสามสิบ,Muang Sam Sip,34,จ. อุบลราชธานี,Ubon Ratchathani,15.449,104.811
4,810302,ต. เกาะลันตาน้อย,Ko Lanta Noi,8103,อ. เกาะลันตา,Ko Lanta,81,จ. กระบี่,Krabi,7.640,99.084
4,320113,ต. สวาย,Sawat,3201,อ. เมืองสุรินทร์,Mueang Surin,32,จ. สุรินทร์,Surin,14.793,103.337
4,160305,ต. ห้วยโป่ง,Huai Pong,1603,อ. โคกสำโรง,Khok Samrong,16,จ. ลพบุรี,Lop Buri,14.981,100.677
4,230113,ต. ชำราก,Cham Rak,2301,อ. เมืองตราด,Mueang Trat,23,จ. ตราด,Trat,12.194,102.677
4,402202,ต. โพธิ์ไชย,Pho Chai,4022,อ. โคกโพธิ์ไชย,Khok Pho Chai,40,จ. ขอนแก่น,Khon Kaen,16.027,102.399
4,841504,ต. ทุ่งหลวง,Thung Luang,8415,อ. เวียงสระ,Wiang Sa,84,จ. สุราษฎร์ธานี,Surat Thani,8.592,99.298
4,960605,ต. บาตง,Batong,9606,อ. รือเสาะ,Rueso,96,จ. นราธิวาส,Narathiwat,6.336,101.445
4,411707,ต. จำปาโมง,Champa Mok,4117,อ. บ้านผือ,Ban Phue,41,จ. อุดรธานี,Udon Thani,17.613,102.376
4,730203,ต. ทุ่งลูกนก,Thung Luk Nok,7302,อ. กำแพงแสน,Kamphaeng Saen,73,จ. นครปฐม,Nakhon Pathom,14.055,99.905
4,900603,ต. เปียน,Pian,9006,อ. สะบ้าย้อย,Saba Yoi,90,จ. สงขลา,Songkhla,6.634,101.003
4,841709,ต. บางงอน,Bang Ngon,8417,อ. พุนพิน,Phunphin,84,จ. สุราษฎร์ธานี,Surat Thani,9.116,99.060
